Date,DayOfWeek,IsHoliday,Gender,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
2016-01-31,Sunday,No,Male,1,2,7,3,Sunny,None,Normal,None,Night
2016-02-01,Monday,No,Female,0,1,7,1,Sunny,None,Normal,None,Evening
2016-02-01,Monday,No,Male,2,1,7,2,Sunny,None,Normal,None,Evening
2016-02-01,Monday,No,Female,5,4,7,3,Sunny,None,Normal,None,Morning
2016-02-01,Monday,No,Male,2,2,7,3,Sunny,None,Normal,None,Morning
2016-02-01,Monday,No,Female,4,2,7,2,Sunny,None,Normal,None,Night
2016-02-01,Monday,No,Male,2,4,7,3,Sunny,None,Normal,None,Night
2016-02-02,Tuesday,No,Female,0,0,7,2,Sunny,None,Normal,None,Evening
2016-02-02,Tuesday,No,Male,6,0,7,5,Sunny,None,Normal,None,Evening
2016-02-02,Tuesday,No,Female,0,2,7,5,Sunny,None,Normal,None,Morning
2016-02-02,Tuesday,No,Male,1,2,7,5,Sunny,None,Normal,None,Morning
2016-02-02,Tuesday,No,Female,2,1,7,4,Sunny,None,Normal,None,Night
2016-02-02,Tuesday,No,Male,3,1,7,3,Sunny,None,Normal,None,Night
2016-02-03,Wednesday,No,Female,0,2,7,4,Sunny,None,Normal,None,Evening
2016-02-03,Wednesday,No,Male,0,1,7,4,Sunny,None,Normal,None,Evening
2016-02-03,Wednesday,No,Female,3,2,7,5,Sunny,None,Normal,None,Morning
2016-02-03,Wednesday,No,Male,4,4,7,1,Sunny,None,Normal,None,Morning
2016-02-03,Wednesday,No,Female,0,1,7,2,Sunny,None,Normal,None,Night
2016-02-03,Wednesday,No,Male,3,3,7,5,Sunny,None,Normal,None,Night
2016-02-04,Thursday,Yes,Female,1,1,7,3,Cloudy,National Day,Normal,None,Evening
2016-02-04,Thursday,Yes,Male,2,0,7,3,Cloudy,National Day,Normal,None,Evening
2016-02-04,Thursday,Yes,Female,1,2,7,3,Cloudy,National Day,Normal,None,Morning
2016-02-04,Thursday,Yes,Male,0,1,7,4,Cloudy,National Day,Normal,None,Morning
2016-02-04,Thursday,Yes,Female,2,0,7,3,Cloudy,National Day,Normal,None,Night
2016-02-04,Thursday,Yes,Male,5,3,7,4,Cloudy,National Day,Normal,None,Night
2016-02-05,Friday,No,Female,0,3,7,1,Sunny,None,Normal,None,Evening
2016-02-05,Friday,No,Male,0,1,7,2,Sunny,None,Normal,None,Evening
2016-02-05,Friday,No,Female,1,1,7,1,Sunny,None,Normal,None,Morning
2016-02-05,Friday,No,Male,3,1,7,4,Sunny,None,Normal,None,Morning
2016-02-05,Friday,No,Female,0,1,7,5,Sunny,None,Normal,None,Night
2016-02-05,Friday,No,Male,0,3,7,2,Sunny,None,Normal,None,Night
2016-02-06,Saturday,No,Female,0,3,7,2,Cloudy,None,Normal,None,Evening
2016-02-06,Saturday,No,Male,3,2,7,5,Cloudy,None,Normal,None,Evening
2016-02-06,Saturday,No,Female,0,2,7,5,Cloudy,None,Normal,None,Morning
2016-02-06,Saturday,No,Male,1,0,7,4,Cloudy,None,Normal,None,Morning
2016-02-06,Saturday,No,Female,1,2,7,4,Cloudy,None,Normal,None,Night
2016-02-06,Saturday,No,Male,1,0,7,3,Cloudy,None,Normal,None,Night
2016-02-07,Sunday,No,Female,1,0,7,5,Sunny,None,Normal,None,Evening
2016-02-07,Sunday,No,Male,1,1,7,5,Sunny,None,Normal,None,Evening
2016-02-07,Sunday,No,Female,0,2,7,3,Sunny,None,Normal,None,Morning
2016-02-07,Sunday,No,Male,1,4,7,2,Sunny,None,Normal,None,Morning
2016-02-07,Sunday,No,Female,2,1,7,2,Sunny,None,Normal,None,Night
2016-02-07,Sunday,No,Male,1,2,7,4,Sunny,None,Normal,None,Night
2016-02-08,Monday,No,Female,1,4,7,6,Cloudy,None,Normal,None,Evening
2016-02-08,Monday,No,Male,1,2,7,3,Cloudy,None,Normal,None,Evening
2016-02-08,Monday,No,Female,2,1,7,5,Cloudy,None,Normal,None,Morning
2016-02-08,Monday,No,Male,2,3,7,4,Cloudy,None,Normal,None,Morning
2016-02-08,Monday,No,Female,1,4,7,2,Cloudy,None,Normal,None,Night
2016-02-08,Monday,No,Male,2,0,7,4,Cloudy,None,Normal,None,Night
2016-02-09,Tuesday,No,Female,1,2,7,2,Sunny,None,Normal,None,Evening
2016-02-09,Tuesday,No,Male,0,4,7,5,Sunny,None,Normal,None,Evening
2016-02-09,Tuesday,No,Female,2,1,7,4,Sunny,None,Normal,None,Morning
2016-02-09,Tuesday,No,Male,1,2,7,4,Sunny,None,Normal,None,Morning
2016-02-09,Tuesday,No,Female,1,3,7,3,Sunny,None,Normal,None,Night
2016-02-09,Tuesday,No,Male,1,4,7,0,Sunny,None,Normal,None,Night
2016-02-10,Wednesday,No,Female,2,0,7,3,Sunny,None,Normal,None,Evening
2016-02-10,Wednesday,No,Male,4,2,7,2,Sunny,None,Normal,None,Evening
2016-02-10,Wednesday,No,Female,1,3,7,4,Sunny,None,Normal,None,Morning
2016-02-10,Wednesday,No,Male,1,2,7,5,Sunny,None,Normal,None,Morning
2016-02-10,Wednesday,No,Female,2,0,7,4,Sunny,None,Normal,None,Night
2016-02-10,Wednesday,No,Male,1,2,7,2,Sunny,None,Normal,None,Night
2016-02-11,Thursday,No,Female,1,0,7,4,Sunny,None,Normal,None,Evening
2016-02-11,Thursday,No,Male,0,0,7,5,Sunny,None,Normal,None,Evening
2016-02-11,Thursday,No,Female,0,1,7,4,Sunny,None,Normal,None,Morning
2016-02-11,Thursday,No,Male,3,3,7,7,Sunny,None,Normal,None,Morning
2016-02-11,Thursday,No,Female,2,1,7,4,Sunny,None,Normal,None,Night
2016-02-11,Thursday,No,Male,1,5,7,3,Sunny,None,Normal,None,Night
2016-02-12,Friday,No,Female,0,1,7,4,Sunny,None,Normal,MeaslesAlert,Evening
2016-02-12,Friday,No,Male,3,2,7,5,Sunny,None,Normal,MeaslesAlert,Evening
2016-02-12,Friday,No,Female,0,0,7,2,Sunny,None,Normal,MeaslesAlert,Morning
2016-02-12,Friday,No,Male,3,1,7,3,Sunny,None,Normal,MeaslesAlert,Morning
2016-02-12,Friday,No,Female,1,0,7,2,Sunny,None,Normal,MeaslesAlert,Night
2016-02-12,Friday,No,Male,4,0,7,3,Sunny,None,Normal,MeaslesAlert,Night
2016-02-13,Saturday,No,Female,0,3,7,5,Sunny,None,Normal,None,Evening
2016-02-13,Saturday,No,Male,2,0,7,2,Sunny,None,Normal,None,Evening
2016-02-13,Saturday,No,Female,1,1,7,4,Sunny,None,Normal,None,Morning
2016-02-13,Saturday,No,Male,2,1,7,4,Sunny,None,Normal,None,Morning
2016-02-13,Saturday,No,Female,1,4,7,5,Sunny,None,Normal,None,Night
2016-02-13,Saturday,No,Male,2,2,7,4,Sunny,None,Normal,None,Night
2016-02-14,Sunday,No,Female,2,4,7,5,Sunny,None,Normal,None,Evening
2016-02-14,Sunday,No,Male,2,1,7,3,Sunny,None,Normal,None,Evening
2016-02-14,Sunday,No,Female,1,1,7,4,Sunny,None,Normal,None,Morning
2016-02-14,Sunday,No,Male,0,3,7,4,Sunny,None,Normal,None,Morning
2016-02-14,Sunday,No,Female,1,0,7,3,Sunny,None,Normal,None,Night
2016-02-14,Sunday,No,Male,3,2,7,1,Sunny,None,Normal,None,Night
2016-02-15,Monday,No,Female,0,3,7,4,Rainy,None,Normal,None,Evening
2016-02-15,Monday,No,Male,1,1,7,3,Rainy,None,Normal,None,Evening
2016-02-15,Monday,No,Female,3,1,7,5,Rainy,None,Normal,None,Morning
2016-02-15,Monday,No,Male,3,3,7,5,Rainy,None,Normal,None,Morning
2016-02-15,Monday,No,Female,3,2,7,3,Rainy,None,Normal,None,Night
2016-02-15,Monday,No,Male,0,3,7,4,Rainy,None,Normal,None,Night
2016-02-16,Tuesday,No,Female,0,1,7,5,Cloudy,None,Normal,None,Evening
2016-02-16,Tuesday,No,Male,2,2,7,5,Cloudy,None,Normal,None,Evening
2016-02-16,Tuesday,No,Female,1,3,7,4,Cloudy,None,Normal,None,Morning
2016-02-16,Tuesday,No,Male,3,1,7,3,Cloudy,None,Normal,None,Morning
2016-02-16,Tuesday,No,Female,2,3,7,4,Cloudy,None,Normal,None,Night
2016-02-16,Tuesday,No,Male,4,0,7,4,Cloudy,None,Normal,None,Night
2016-02-17,Wednesday,No,Female,3,3,7,3,Sunny,None,Normal,None,Evening
2016-02-17,Wednesday,No,Male,1,0,7,4,Sunny,None,Normal,None,Evening
2016-02-17,Wednesday,No,Female,1,0,7,3,Sunny,None,Normal,None,Morning
2016-02-17,Wednesday,No,Male,5,1,7,4,Sunny,None,Normal,None,Morning
2016-02-17,Wednesday,No,Female,1,0,7,5,Sunny,None,Normal,None,Night
2016-02-17,Wednesday,No,Male,1,2,7,4,Sunny,None,Normal,None,Night
2016-02-18,Thursday,No,Female,1,2,7,4,Sunny,None,Normal,None,Evening
2016-02-18,Thursday,No,Male,4,2,7,4,Sunny,None,Normal,None,Evening
2016-02-18,Thursday,No,Female,0,0,7,7,Sunny,None,Normal,None,Morning
2016-02-18,Thursday,No,Male,2,2,7,6,Sunny,None,Normal,None,Morning
2016-02-18,Thursday,No,Female,3,1,7,2,Sunny,None,Normal,None,Night
2016-02-18,Thursday,No,Male,2,1,7,2,Sunny,None,Normal,None,Night
2016-02-19,Friday,No,Female,1,1,7,1,Rainy,None,Normal,None,Evening
2016-02-19,Friday,No,Male,4,1,7,2,Rainy,None,Normal,None,Evening
2016-02-19,Friday,No,Female,0,1,7,1,Rainy,None,Normal,None,Morning
2016-02-19,Friday,No,Male,2,2,7,1,Rainy,None,Normal,None,Morning
2016-02-19,Friday,No,Female,4,0,7,4,Rainy,None,Normal,None,Night
2016-02-19,Friday,No,Male,2,1,7,4,Rainy,None,Normal,None,Night
2016-02-20,Saturday,No,Female,2,0,7,2,Rainy,None,Normal,None,Evening
2016-02-20,Saturday,No,Male,0,2,7,0,Rainy,None,Normal,None,Evening
2016-02-20,Saturday,No,Female,4,1,7,5,Rainy,None,Normal,None,Morning
2016-02-20,Saturday,No,Male,2,1,7,5,Rainy,None,Normal,None,Morning
2016-02-20,Saturday,No,Female,2,0,7,6,Rainy,None,Normal,None,Night
2016-02-20,Saturday,No,Male,2,1,7,2,Rainy,None,Normal,None,Night
2016-02-21,Sunday,No,Female,2,0,7,1,Cloudy,None,Normal,None,Evening
2016-02-21,Sunday,No,Male,1,2,7,4,Cloudy,None,Normal,None,Evening
2016-02-21,Sunday,No,Female,1,1,7,5,Cloudy,None,Normal,None,Morning
2016-02-21,Sunday,No,Male,2,1,7,3,Cloudy,None,Normal,None,Morning
2016-02-21,Sunday,No,Female,1,3,7,3,Cloudy,None,Normal,None,Night
2016-02-21,Sunday,No,Male,2,0,7,4,Cloudy,None,Normal,None,Night
2016-02-22,Monday,Yes,Female,1,1,7,4,Cloudy,Navam Full Moon Poya Day,Normal,None,Evening
2016-02-22,Monday,Yes,Male,3,5,7,1,Cloudy,Navam Full Moon Poya Day,Normal,None,Evening
2016-02-22,Monday,Yes,Female,0,3,7,7,Cloudy,Navam Full Moon Poya Day,Normal,None,Morning
2016-02-22,Monday,Yes,Male,2,2,7,3,Cloudy,Navam Full Moon Poya Day,Normal,None,Morning
2016-02-22,Monday,Yes,Female,1,1,7,4,Cloudy,Navam Full Moon Poya Day,Normal,None,Night
2016-02-22,Monday,Yes,Male,1,5,7,6,Cloudy,Navam Full Moon Poya Day,Normal,None,Night
2016-02-23,Tuesday,No,Female,1,2,7,4,Sunny,None,Normal,None,Evening
2016-02-23,Tuesday,No,Male,1,0,7,5,Sunny,None,Normal,None,Evening
